"subject_id","V1__1","V2__1","V1__2","V2__2","V1__3","V2__3","V1__4","V2__4","V1__5","V2__5","V1__6","V2__6","V1__7","V2__7","V1__8","V2__8","V1__9","V2__9","V1__10","V2__10","V1__11","V2__11","V1__12","V2__12","V1__13","V2__13","V1__14","V2__14","V1__15","V2__15","V1__16","V2__16","V1__17","V2__17","V1__18","V2__18","V1__19","V2__19","V1__20","V2__20","V1__21","V2__21","V1__22","V2__22","V1__23","V2__23","V1__24","V2__24","V1__25","V2__25","V1__26","V2__26","V1__27","V2__27","V1__28","V2__28","V1__29","V2__29","V1__30","V2__30","V1__31","V2__31","V1__32","V2__32","V1__33","V2__33","V1__34","V2__34","V1__35","V2__35","V1__36","V2__36","V1__37","V2__37","V1__38","V2__38","V1__39","V2__39","V1__40","V2__40","V1__41","V2__41","V1__42","V2__42","V1__43","V2__43","V1__44","V2__44","V1__45","V2__45"
"290","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","d","d","c","d","c","d","b","d","a","d","b","d","c","c","d","c","d","c","d","c","b","c","a","c","a","c","a","b","c","b","d","b","d","b","d","b","c","b","a","b","a","b","a","a","a","a","b","a","c","a","d","a","d","a","d","a","b","a","a","a","a","a","a","a","a","a","a","a","b","a","d"
"291","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","c","a","c","a","c","a","c","a","c","a","c","a","c","b","b","c","b","d","b","d","b","d","b","d","b","d","b","c","b","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","c","a","d","a","d","a","d"
"292","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","b","d","b","d","a","d","a","d","a","d","a","d","a","c","a","c","b","c","c","c","c","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","c","b","b","b","b","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","d","a","d"
"293","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","b","c","c","c","c","c","d","c","d","c","d","c","d","c","d","b","d","b","c","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","b","a","b","a","c","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","b","a","a","a","a","a","a"
"294","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","b","d","a","d","a","d","a","d","a","d","a","c","b","c","c","c","d","c","d","c","d","c","d","c","d","c","d","b","d","b","c","b","b","b","a","b","a","b","a","b","a","b","a","b","a","a","b","a","c","a","d","a","d","a","d","a","d","a","c","a","b","a","b","a","a","a","a","a","a","a","a"
"295","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","c","a","d","a","d","a","d","a","d","a","d","a","d","a","d","b","d","b","c","b","b","b","b","b","a","b","a","b","a","c","a","c","a","c","a","c","a","c","a","c","b","c","b","c","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","b","d","a","d","a","d","a"
"296","d","d","d","c","d","c","d","b","d","a","d","a","d","a","d","a","d","a","d","b","c","c","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","b","c","b","b","c","b","c","a","b","a","b","a","b","a","b","a","b","b","b","b","a","b","a","c","a","c","a","d","a","d","a","d","a","d","a","d","a","c","a","b","a","b","a","a","a","a","a","a","a","a"
"297","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","b","c","b","c","a","c","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","d","a","d","a","d","a","d","a","d","a","d","a","d","b","d","b","c","a","c","a","b","a","b","a","a","a","a","a","a"
"298","d","d","d","c","d","c","d","b","d","a","d","a","d","a","d","a","d","a","d","b","c","c","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","b","c","b","b","c","b","c","a","b","a","b","a","b","a","b","a","b","b","b","b","a","b","a","c","a","c","a","d","a","d","a","d","a","d","a","d","a","c","a","b","a","b","a","a","a","a","a","a","a","a"
"299","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","b","d","b","d","a","d","a","c","a","c","a","c","b","c","b","c","c","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","c","b","b","b","b","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","b","a","c","a","d","a","c","a","c","a","b","a","a","a","a","a","a","a","a"
"300","c","d","c","d","c","d","c","d","d","d","c","d","d","d","c","d","c","d","c","d","c","d","b","d","b","d","a","d","a","d","a","d","a","d","a","c","a","c","b","c","c","c","c","c","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","c","b","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","d","a","d","a"
"301","b","d","b","d","b","d","b","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","b","c","a","c","a","c","a","c","a","c","a","c","b","c","b","c","c","b","c","b","d","b","d","b","d","b","d","b","d","b","d","b","c","b","c","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","c","a"
"302","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","b","d","a","d","a","d","a","d","a","d","a","c","b","c","b","c","c","c","d","c","d","c","d","c","d","c","d","c","c","c","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","b","a","c","a","d","a","d","a","d","a","d","a","c","a","b","a","a","a","a","a"
"303","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","c","c","c","b","c","a","c","a","c","a","b","a","b","a","b","a","b","a","b","a","b","b","b","c","a","c","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","b","a","b","a","a","a","a","a","a","a","a","a"
"304","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","b","d","a","d","a","d","a","d","a","d","a","d","b","c","c","c","d","c","d","c","d","c","d","c","c","c","b","c","a","b","a","b","a","b","a","b","a","b","b","b","c","b","d","a","d","a","d","a","d","a","d","a","c","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a"
"305","d","d","d","d","d","d","d","d","d","d","c","d","c","d","b","d","a","d","a","d","a","d","a","d","a","d","b","d","c","c","d","c","d","c","d","c","d","c","d","c","c","c","b","c","b","c","a","c","a","b","a","b","a","b","b","b","c","b","d","b","d","b","d","b","d","b","d","a","d","a","c","a","b","a","a","a","a","a","a","a","a","a","a","a","b","a","c","a","c","a"
"306","d","d","d","d","d","d","d","d","d","d","c","d","c","d","b","d","a","d","a","d","a","d","a","d","b","d","c","d","c","c","d","c","d","c","d","c","d","c","c","c","c","c","b","c","a","b","a","b","a","b","a","b","a","b","b","b","c","b","d","b","d","a","d","a","d","a","d","a","d","a","c","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","b","a","c","a"
"307","c","d","c","d","c","d","c","d","c","d","c","d","c","d","b","d","a","d","a","d","a","d","a","d","a","d","b","d","c","c","d","c","d","c","d","c","d","c","c","c","b","c","a","c","a","b","a","b","a","b","a","b","b","b","c","b","d","b","d","b","d","a","d","a","d","a","c","a","b","a","a","a","a","a","a","a","a","a","a","a","b","a","c","a","d","a","d","a","d","a"
"308","d","d","d","d","d","d","d","d","d","d","d","d","c","d","b","d","b","d","a","d","a","d","a","c","a","c","a","c","a","c","a","c","b","c","c","c","c","c","d","c","d","c","d","c","d","c","d","c","d","b","d","b","d","b","c","b","c","b","b","b","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","a","c","a","d","a"
"309","d","d","d","d","d","d","d","d","d","d","c","d","c","d","b","d","b","d","a","d","a","c","a","c","a","c","a","c","b","d","b","c","c","c","c","c","c","c","d","c","d","c","d","c","d","c","d","b","d","b","d","b","d","b","c","b","c","b","b","b","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","a","d","a","d","a"
"310","d","d","d","d","d","d","d","d","c","d","b","d","b","d","a","d","a","d","a","c","a","c","a","c","a","c","a","c","a","c","b","c","c","c","c","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","b","d","b","d","b","c","b","c","b","b","b","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","c","a","c","a","d","a"
"311","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","b","d","a","c","a","c","a","c","a","c","a","c","a","c","a","c","b","c","c","c","c","c","d","c","d","c","d","c","d","c","d","c","c","b","c","b","b","b","b","b","a","b","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","b","a"
"312","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","a","c","b","c","b","c","c","c","c","c","c","c","d","c","d","b","d","b","d","b","d","b","c","b","c","b","b","b","a","b","a","a","a","a","a","a","b","a","b","a","c","a","d","a","d","a","d","a","d","a","d","a","d","a","d"
"313","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","b","d","a","d","a","d","a","d","a","c","a","c","a","c","b","c","c","c","c","c","d","c","d","c","d","b","d","b","d","b","c","b","c","b","b","b","b","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","b","a","c","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c"
"314","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","b","d","b","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","a","c","a","c","b","c","b","c","c","c","c","b","c","b","d","b","d","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a","c","a","c","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
"315","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","b","d","b","d","a","d","a","d","a","c","a","c","a","c","a","c","a","c","b","c","b","c","b","c","c","c","c","c","c","c","d","b","d","b","d","b","d","b","d","a","d","a","d","a","c","a","c","a","c","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
"316","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","d","b","d","b","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","a","c","b","c","b","c","c","c","c","c","c","c","d","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","c","a","c","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
"317","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","b","d","b","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","b","c","b","c","c","c","c","c","d","c","d","b","d","b","d","b","d","b","d","b","d","b","c","b","b","b","b","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","a","c","a","d","a","d"
"318","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","a","c","a","b","a","b","b","b","b","b","b","b","c","b","c","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","b","a","b","a","b","a","b"
"319","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","a","c","a","b","a","b","b","b","b","b","b","b","c","b","c","b","d","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","b","a","b","a","b","a","a"
"320","d","d","d","d","d","c","d","c","d","b","d","b","d","a","d","a","d","a","d","a","c","a","c","a","c","b","c","b","c","b","c","c","c","c","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","b","d","b","d","b","d","b","c","b","c","b","b","b","b","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c"
"321","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","b","d","b","d","a","d","a","c","a","c","a","c","a","c","b","c","b","c","c","c","c","c","d","c","d","c","d","c","d","b","d","b","d","b","d","b","d","b","d","b","c","b","c","b","b","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","a","c","a","d"
"322","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","b","d","b","d","a","d","a","c","a","c","a","c","a","c","b","c","b","c","c","c","c","c","d","c","d","c","d","c","d","b","d","b","d","b","d","b","d","b","d","b","c","b","c","b","b","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","a","c","a","d"
"323","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","b","d","b","d","a","d","a","c","a","c","a","c","a","c","b","c","b","c","b","c","c","c","c","c","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","c","b","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
"324","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","b","d","b","d","b","d","b","d","b","d","b","c","b","c","b","c","c","c","c","c","c","c","d","c","d","c","d","c","d","c","d","b","d","b","d","b","c","b","c","b","c","b","b","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","a"
"325","d","d","d","d","d","d","d","d","c","d","c","d","c","d","b","d","b","d","b","d","b","d","b","d","a","d","a","c","b","c","b","c","b","c","c","c","d","c","d","c","d","c","d","c","d","c","d","b","d","b","d","b","d","b","d","b","c","b","c","b","b","b","b","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","c","a","c","a"
"326","d","d","d","d","d","d","c","d","c","d","c","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a","c","b","c","b","c","b","c","c","c","d","c","d","c","d","c","d","c","d","b","d","b","d","b","d","b","c","b","c","b","b","b","b","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","d","a","d","a","d","a","d","a"
"327","b","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","b","c","c","c","c","c","c","c","d","c","d","c","d","c","d","c","d","c","d","c","c","c","c","c","c","c","b","b","b","b","a","b","a","b","a","b","a","b","a","b","b","a","b","a","b","b","c","b","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a"
"328","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","b","d","a","d","a","c","a","c","a","c","b","c","b","c","c","b","c","b","d","b","d","b","d","b","c","b","c","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","a"
"329","d","d","d","d","d","d","d","d","d","d","c","d","c","d","b","d","a","d","a","d","a","d","a","d","a","d","a","d","b","d","b","d","c","d","d","c","d","c","d","c","d","c","d","c","c","c","c","c","b","c","b","c","a","b","a","b","a","b","a","b","a","b","a","a","b","a","b","a","c","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","b","a","a","a","a","a"
"330","c","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","b","d","b","d","a","c","a","c","a","c","a","c","a","c","a","c","a","c","b","c","b","b","c","b","c","b","d","b","d","b","d","b","d","b","d","a","d","a","d","a","c","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a"
"331","c","d","c","d","c","d","c","d","c","d","c","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","a","c","b","c","b","c","c","c","c","c","c","c","d","c","d","c","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a"
"332","d","d","d","d","d","d","d","d","c","d","c","d","b","d","b","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","b","c","b","c","b","c","c","c","c","c","d","c","d","c","d","c","d","b","d","b","d","b","d","b","d","b","d","a","d","a","d","a","c","a","c","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
"333","c","d","c","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","d","c","c","c","c","c","b","c","b","c","a","c","a","c","a","c","a","c","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","b","a","b","a","c","a","c","a","c","a","d","a","d","a","d","a","c","a","c","a","c","a"
"334","c","d","c","d","b","d","a","d","a","d","a","d","a","d","b","d","b","d","c","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","c","c","c","c","c","c","b","c","b","c","a","c","a","c","a","b","a","b","a","b","a","b","b","b","c","b","c","b","d","b","d","b","d","b","d","b","d","a","d","a","c","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a"
"335","c","d","c","d","c","d","c","d","c","d","c","d","c","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a","c","b","c","c","c","c","d","d","d","d","c","d","c","d","c","d","b","c","b","b","b","b","b","a","b","a","b","a","b","a","a","b","a","c","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","b","a","a","a","a","a","b","a","c","a","c","a"
"336","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","b","d","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","b","a","b","a","a","a","a","a","a","a","a","a","a"
"337","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","d","b","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","d","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a"
"338","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","b","b","c","b","c","b","c","b","c","b","c","b","d","b","d","b","d","b","d","c","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c"
"339","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","a","c","a","c","b","c","b","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a"
"340","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","a","c","a","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","c","d","d","d","d","d","d","d","d","c","d","c","d","c","d","c","d","b","d","b","d","b","d","b","d","b","d","b","d","a","d","a","d","a"
"341","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","a","c","a","c","b","d","b","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","d","b","d","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a"
"342","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","d","b","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","d","c","d","b","d","b","d","b","d","b","d","b","d","a","d","a","d","a"
"343","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","a","c","b","d","b","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","d","c","d","b","d","b","d","b","d","b","d","b","d","a","d","a","d","a"
"344","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","b","b","b","b","b","c","b","c","b","c","b","c","b","c","b","c","b","d","c","d","c","d","c","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d"
"345","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","c","d","c","d","b","d","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a"
"346","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","b","b","b","b","b","b","c","b","c","b","c","b","c","b","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d"
"347","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","c","d","c","d","b","d","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a"
"348","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","c","c","c","c","c","b","c","b","c","b","c","b","c","a","c","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","a","c"
"349","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","c","c","c","c","c","c","c","c","b","c","b","c","b","c","a","c","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b"
"350","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","d","a","c","a","c","a","c","b","b","b","b","b","b","b","b","b","b","b","b","b","a","c","a","c","a","c","a","c","a","c","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","b","d","b","d","b"
"351","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","b","a","b","a","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","d","a","d","a","d","a","d","a","d","a","d","a","d","b","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","c"
"352","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","c","a","c","a","c","a","c","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","b","d","b","d","b","d","c","d","c"
"353","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","b","a","b","a","a","a","a","a","a","b","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","c","a","d","a","d","a","d","a","d","a","d","a","d","b","d","b","d","b","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d"
"354","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","b","a","b","a","b","a","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","d","a","d","a","d","a","d","a","d","a","d","a","d","b","d","b","d","b","d","c","d","c","d","c","d","c","d","c","d","c"
"355","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","a","c","a","c","a","b","a","b","a","b","a","b","a","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","c","a","c","a","c","a","d","a","d","b","d","b","d","b","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d"
"356","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","a","c","a","b","a","b","a","b","a","b","a","b","a","a","b","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","c","a","c","a","d","a","d","a","d","a","d","b","d","b","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d"
"357","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","b","d","b","c","b","d","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a"
"358","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","a","c","b","c","b","b","b","b","b","b","b","a","b","a","b","a","b","a","c","a","c","a","c","a","c","a","c","a","d","a","d","a","d","a","d","a","d","a","d","a","d","b","d","b","d","b","d","c","d","c","d","d","d","d","d","d"
"359","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","b","b","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
